Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
49.18083834648132	10	5824.608067944873	603.5837102492828	6305.419747381706	106.93298455053154	509778
94.77605700492859	20	7658.806673931888	215.87541565718317	7931.73781757121	6699.863703387726	1033106
139.04271578788757	30	7453.0210001739815	563.4758410025987	8252.407309682549	5858.8351173203	1535888
184.14918160438538	40	7930.925922643719	247.6718376084142	8241.137751967435	6309.211093733077	2058408
228.3999125957489	50	8001.200060355819	178.76364108161619	8404.484279547365	7561.368404771087	2599830
273.68115401268005	60	8494.143421406103	295.75767941130647	8711.399324522516	7594.162147024208	3170822
318.53412222862244	70	8409.188882942022	209.76120042311385	8709.835948835875	7219.537751370328	3742785
362.93008971214294	80	8428.968090209812	83.32017657884975	8706.50935399456	8271.750043145554	4314571
407.75626134872437	90	8460.598011008082	80.27658278766148	8821.620466197635	8307.622119337793	4893524
453.92079997062683	100	8394.109330385427	60.40280872348512	8574.872256756846	8236.393877297563	5469076
498.3554368019104	110	8082.443469365127	1100.3164352141014	8837.119052981605	3376.370343724086	6020630
543.6745920181274	120	8043.770482151872	934.6771234602094	8937.241380205845	4298.509042954511	6580951
590.1219441890717	130	7724.540363993258	1621.9822008836206	8768.193510016226	450.04511174560105	7157921
635.8395273685455	140	8608.03612787363	943.1201951278484	9634.760772423797	3361.926183393009	7773077
680.2930073738098	150	9147.125631608973	944.1989685589099	10388.449965202246	5161.936895782693	8385255
725.5024836063385	160	8944.007491131793	1272.6817244412498	11180.015250384926	4707.032184860593	9009857
770.4301035404205	170	10078.059014463595	956.6510715296783	11701.37586855644	6326.051179586811	9632046
815.628338098526	180	10062.192629671255	989.8310149093645	11482.72863562835	8068.953342529788	10247592
859.8076515197754	190	10116.376890619158	1554.7256589178999	12349.718532732302	4958.306204766678	10879293
905.3439555168152	200	10530.109015148717	1164.6363256850175	11952.678276026294	2892.869588025104	11514200
950.1862542629242	210	10201.242411010671	1395.3868249161494	12264.059354348674	5035.143027755812	12134874
995.5900845527649	220	10536.500537770635	1653.948514997147	12715.730334671573	5320.126488989357	12757862
1040.0272390842438	230	11161.255388809583	1395.891212779315	12852.162674558713	5673.026459995894	13378520
