Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
47.76441931724548	10	4206.735920882431	2688.4435291729446	6625.232146313267	272.6977814548761	482729
91.16483116149902	20	7980.109297543984	405.0549885782588	8507.349516876764	4940.449943762711	950407
134.2511854171753	30	5790.238277341352	2271.0833870386796	8492.412856241532	2388.573216698692	1393562
178.01017141342163	40	8300.139106751049	416.9062013985959	8731.966599004318	4603.20093007516	1909025
222.17416501045227	50	7930.790890955821	263.94069821541717	8521.263634896412	7277.981854248283	2407654
265.9897880554199	60	8578.230526135887	627.6955200579091	9341.842973915724	5678.889342186389	2891689
309.9806137084961	70	7960.8241111262205	1728.3212364279989	9928.94957398726	1257.8529994240187	3349859
353.0128450393677	80	7782.051179408969	2375.500715690102	10755.22095148792	3078.042710330427	3827039
397.0612561702728	90	8554.952115475182	1911.0234459596747	10677.313844346601	2607.8151479660078	4345976
441.8374013900757	100	8032.400884485308	2268.682826721544	10530.783489346608	1840.6463138972751	4874454
485.19140005111694	110	7380.107296534829	2601.0042200699054	10306.862286663949	1606.9257368727651	5422520
528.1512360572815	120	8837.538841451758	2381.3744193439807	11484.009844941087	2301.4311167143705	5978675
572.2743654251099	130	9644.005404217383	2404.454207491727	13015.417532940843	2988.747053872688	6554054
617.106517791748	140	8449.285779255259	2589.466006520178	13069.174287877979	2947.016200282332	7112375
660.4854972362518	150	9131.6054891882	3170.3280310402697	13469.20292152018	3197.382566655051	7712060
704.0115458965302	160	9645.97495540348	2508.9249684235915	12765.396008658074	3385.0580690289694	8315911
748.018411397934	170	10807.738063309569	2193.183166911937	13436.129504077955	3080.96245046564	8910294
792.4089615345001	180	11100.292460486351	2418.538164259222	13422.903408444306	2808.9970240074495	9511040
836.2229509353638	190	10723.358882439608	2614.4273991635655	13694.541206353117	2982.96034809627	10103903
880.324141740799	200	11722.449668001585	2191.5813834169867	13776.450767421718	4548.019522348409	10682256
923.5432968139648	210	11702.690602062828	2293.7056013160204	14332.626063773221	3222.8621603981637	11278215
967.2739362716675	220	10152.260319941957	3760.208502625522	14565.523293069318	2140.486263691101	11866081
1010.7965152263641	230	10502.245694146295	3742.242231753391	15061.93230109057	1828.7584630320814	12443862
1053.7433440685272	240	12091.474225268465	3134.5240954603646	15216.39288862659	2766.7632761315717	13023722
1097.0546655654907	250	9486.651587837732	3941.2736216020867	14496.74685539786	1735.2947166623708	13608777
1139.3472185134888	260	10493.031739225444	4203.89186436825	14964.641802375863	2137.83942294314	14184831
1183.5478072166443	270	12608.400063440235	3564.507394622141	16079.652206388055	2268.098275843006	14747811
1228.3256466388702	280	12047.95165301378	3530.641640070264	15837.138107110795	1702.6692650013479	15305071
1271.6828503608704	290	11221.428943057188	3721.0053072381666	15297.855728750106	1675.3935672277296	15863986
1313.8647446632385	300	12328.566844677609	3135.0784456953065	15407.402720881146	2671.980877772588	16421751
1356.5405209064484	310	13464.97556379983	2690.626794956465	16260.427516150157	1970.3814006689613	17002339
1399.7148010730743	320	12469.124127347099	4042.10879487156	16479.721448993612	3141.8381917427005	17571662
1443.520493030548	330	11612.998795526442	3827.831450563813	16072.715851786294	2496.0213970658065	18157656
1486.8524215221405	340	11800.365331285693	4137.259600237956	16364.957104280082	4032.890361799489	18742119
1530.5351326465607	350	12036.84455554643	3960.9982204442363	16123.625531212787	3904.4865639163245	19303830
1573.7740604877472	360	12929.62158639981	3614.0175726964876	16231.227163481513	3935.9574600415162	19865311
1618.5865705013275	370	14556.961780126549	2397.965982624781	16458.523204252524	4026.7131537385903	20452446
1661.5162568092346	380	14409.617253127248	2681.2227291334693	16786.561511058128	3944.72830155064	21035080
1706.390962600708	390	14762.538184931078	1795.8463142527612	16653.713319579027	6343.565373467033	21612809
1749.6488826274872	400	13779.868597653818	4060.85209064834	16688.721612331363	2535.648789369177	22199147
1793.8912782669067	410	14788.749761630992	3453.575526532877	17233.309435749798	3834.435961373787	22790755
1837.1956794261932	420	14854.949180759488	3263.1631552116537	17240.337378186887	4002.628804555682	23372965
1880.9832909107208	430	13845.011015201286	3938.005791577795	17303.283603329106	4824.81038360146	23966534
1923.6880931854248	440	13788.942095384324	4353.052723548068	17255.485880262415	4039.675128515538	24559228
1966.695025920868	450	14621.460624357047	3170.8230897544076	16794.50396541615	3112.827657250693	25150566
2010.1386034488678	460	15253.320317654023	2043.227163890627	17324.157455121	6004.882016965873	25735178
2053.724549293518	470	15095.78488688042	2989.0374698675005	17275.665032325207	3862.9722385897803	26323690
2097.644884824753	480	14510.657379089904	3255.6106708432417	17184.87256803478	3906.3962929034674	26911301
2141.717913866043	490	14576.653972826443	3023.0544410351818	17345.881694836884	3903.016121810995	27503372
2185.1817784309387	500	13607.616425142965	3839.558603508104	16941.00373002085	3814.182589814184	28094600
2227.865839958191	510	14235.016144711652	3574.9559817408735	17175.557759669093	3095.999571338108	28675146
2271.269352912903	520	13625.1093925304	3941.585191440025	17241.12665057103	2405.852465644116	29254598
2314.331965446472	530	12863.869931553874	4232.10604293008	17191.52009362569	3766.2593618473506	29827994
2357.8111305236816	540	11298.547061169871	4759.629044728923	16835.42778652779	3714.2112827830206	30403580
2400.8685178756714	550	13005.581910525281	4201.448499196844	16895.83562663207	2920.40217725452	30965070
2444.419445991516	560	14361.546657594228	3234.896014481124	17025.106858612442	4705.494233948633	31549837
2487.757780790329	570	14733.147313425317	2727.0131860767533	17065.460063433795	3861.8090919489473	32127033
2530.5743606090546	580	14297.121018290678	3597.5989120543786	17051.665290708643	4297.167224730961	32715589
2573.8970668315887	590	14335.43268251689	3100.3719575155587	16946.397176894425	4776.441249365817	33308832
2616.4181628227234	600	15122.718026993838	3089.224305762037	17203.29226346827	3509.9065964347215	33903187
2659.8321878910065	610	15236.001968600529	2412.5337576953266	16993.480981035103	4380.377254974558	34506603
2702.8521916866302	620	14330.722848749087	3148.954223200124	16750.866499907046	4381.882332848212	35090218
2745.063336610794	630	12906.800123669642	4586.46091206819	16972.393642153667	3869.035210894175	35683236
2788.6315565109253	640	13061.577918605677	4181.171231422764	16771.15414576248	3780.87121388822	36262489
2832.343242406845	650	13715.50288164188	4080.6461623150662	16973.596278781028	3724.7497925492635	36841227
2876.272872209549	660	15540.1191019126	1825.866824549009	17465.25055614629	7007.226747836671	37436286
2919.711138010025	670	14590.899945534735	3095.8187429117147	17391.869787576234	2055.8069215397236	38018974
