Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
48.933172941207886	10	5395.276817679272	1742.733555309964	6117.897045144196	63.88375301539145	511322
92.4831690788269	20	6280.130216118974	2074.546923328306	8100.398297270689	-65.13044097564783	1000732
136.38357067108154	30	6725.8478175569435	1587.1109367856213	8484.452006677591	3650.535147768716	1517201
180.7174415588379	40	8014.078480264148	138.89858172907594	8372.396353039614	7711.0508554682965	2049750
225.84547066688538	50	6611.16251347056	2153.524975045031	8824.267648754738	2742.371502639561	2640941
270.35231041908264	60	8243.173857059797	571.5099521254717	9363.674504954226	5768.251573943603	3204594
315.80066895484924	70	8172.766897554115	1134.6843019893718	9765.954427563605	3344.4363823705676	3828798
360.94928002357483	80	8792.647734645005	957.2210756339131	10070.604581031293	5579.340191180573	4458609
405.01811838150024	90	10404.22266850602	1450.1936598900595	12158.842486037493	3840.130982979758	5071475
450.8152070045471	100	11168.886337565247	1865.1953251994441	13629.11376320103	122.27832933144478	5681334
494.79486894607544	110	11722.567611019662	1394.9658753043464	13829.925458594209	5588.1261424765335	6263932
539.7701580524445	120	12166.311772530898	1233.7442515408306	14052.854827509	7541.962086466188	6883869
583.9832615852356	130	12226.777329560507	1792.7323646358677	14477.493272797987	4690.708595895436	7494052
627.9642159938812	140	13170.459436495927	1117.1210819456032	14392.620197242331	7232.374715408099	8126148
672.4667944908142	150	12322.51757382573	2478.83612041605	14784.234090728263	4075.224524842678	8748846
717.7678060531616	160	12700.536813916653	1714.6388542137684	14523.591930867407	5320.57516060475	9371075
763.0082995891571	170	12011.01354666654	1885.0896111229436	14084.490612183921	2915.1126965245094	9995098
808.0399167537689	180	11361.457572221803	2072.762016681172	14168.617593396253	2600.6667580320695	10622208
852.2647080421448	190	13128.744198349455	1728.8389992166499	15056.3111741875	2789.9030857226694	11242866
897.0300214290619	200	12454.198349822263	2316.4433187296986	14917.039073376052	2961.0564594209736	11855382
940.9826519489288	210	12306.368012078054	2699.439690629092	14945.143362418556	3506.16326524213	12480069
986.0692183971405	220	12572.911171168898	2660.2829734403363	14968.115547553634	3991.5579054982236	13087323
1031.0856392383575	230	12500.58996851431	3138.5476205001723	15411.409248394653	3918.301727915054	13700173
1075.3677082061768	240	13520.144616973555	2812.0135096846484	15949.327725346993	4019.8848521434816	14306935
1119.2968986034393	250	13538.224679753073	2825.5548661034104	15955.034402559868	3363.035931863811	14924415
1164.116394996643	260	13965.617573179357	2431.707962577521	16296.167267241672	4020.588725559584	15529104
1208.3268134593964	270	13532.08736649434	2596.0517538769836	16052.063408531061	3457.8013474350137	16129855
1252.9445192813873	280	13332.601398104443	3176.1150509012	16424.07903201543	3072.4489949946824	16733673
1297.9886672496796	290	13338.530629568342	3562.152241273258	16468.314444574877	2881.943623125881	17343999
1341.9411351680756	300	13708.739316793559	2905.29529529384	16431.62904479818	2627.064980595753	17950076
1386.3597452640533	310	13804.641413985148	3445.1567226499988	16523.81391637573	2939.091641238103	18562620
1430.3780279159546	320	14367.649282803624	2563.1240604889076	16907.67891662554	3793.7961212626133	19171159
1475.970314025879	330	13997.398495591393	2928.535076332898	16735.90682484534	2488.604957439846	19778493
1519.9577922821045	340	12657.897886480787	4047.202916521132	16602.809614519672	1765.6596264663362	20363430
1565.1461477279663	350	13463.200009438036	2886.7234749024306	16318.78735287072	3672.6323039157924	20968714
1610.857756137848	360	12763.365572688579	4151.4392096847205	16474.06318453753	2459.079025719055	21553509
1655.0874178409576	370	14279.120222321228	2855.312268574846	16816.70789281468	3897.315055463177	22128546
1699.9369676113129	380	13596.530951550889	2963.4237883671667	16187.401366122027	2661.1420995406957	22740622
1744.2395226955414	390	13014.828169205179	4152.5886057818825	16836.578884118313	2380.652660751533	23327540
1789.2966523170471	400	13709.863068180499	3521.2957787717805	16549.825986806445	2844.284820333639	23924427
1833.6875314712524	410	13413.041068502087	3251.5985768624905	17027.839262723133	2454.6238046930885	24503618
1877.3724842071533	420	11787.018712796827	4404.420430856074	16654.615874561638	2204.969205185049	25100650
1921.3338842391968	430	12442.703507072256	4063.5177595582472	16374.465225010168	2429.9021883557016	25689378
1965.5979354381561	440	12526.030751629482	4017.030198628726	16487.716031712345	2504.804882981214	26261881
2009.7030954360962	450	12617.948019776588	3947.172396673949	16453.242929115946	2956.0806709444264	26835511
2053.234137535095	460	12410.85909554181	4305.768052668948	16084.446245025534	2079.4801088910444	27420421
2096.483909845352	470	12956.039455862434	3808.631664321719	16272.86185701158	2571.2675080742665	27994096
2141.846903562546	480	12256.316187612121	4090.96033563459	16485.45372052851	1936.6722082294336	28567432
2186.5764031410217	490	12465.983590599584	4239.0953466355495	16696.231530677782	2402.725300880821	29157482
2230.2012815475464	500	11641.658150238683	4678.06610888288	16584.37427306443	2204.1777259060423	29727692
2272.613438606262	510	11681.297392096405	4755.921477230484	16788.321386230196	2188.192498115644	30272335
2316.1832394599915	520	12204.283841815908	4909.925417050355	17259.24296684567	1508.2311371342796	30835751
2359.505042076111	530	12087.46733161425	4676.451228150009	17397.2074366311	2720.6388802908846	31382241
2403.6133251190186	540	11623.091342783044	4916.549765292756	17706.13389698194	2255.201550792645	31941824
2448.672379016876	550	11088.064825360605	5482.451805979182	18024.394248891625	1866.1452784395321	32499859
2491.6920578479767	560	11787.521455968654	5252.122777924213	17996.925814387865	1346.5963095462935	33056863
2536.2261776924133	570	12736.889799319724	4177.31788821318	17012.753934711098	2584.958446157901	33615778
2579.260931968689	580	11672.308731461968	5280.726473655689	17716.09646787231	102.27202932528135	34155792
2622.887707710266	590	12354.843415872452	4730.8282206108815	17310.5282091971	2869.401019305914	34690137
2666.60373711586	600	11361.893415195118	5204.342520173764	17599.015899986636	2470.9336306781233	35249108
2709.0243678092957	610	11336.997937021446	5451.667632324978	17842.643976590767	2197.197163582367	35768494
2751.008990049362	620	11165.384416408115	5393.837890021351	18314.815831165786	2227.7901616025238	36294066
2794.8306205272675	630	11190.369488176446	5121.842003903555	18238.09388632431	2175.008736115452	36808271
2839.283728122711	640	10504.450725532139	5204.835232561173	17241.216604957786	2415.996228452883	37345615
2882.6771790981293	650	11682.597842907975	5210.348501744057	17331.470321146684	1705.278152231801	37875963
2925.7841885089874	660	11641.4592309721	5499.724415527736	18012.18667692475	1837.3228963634526	38419524
2969.0903894901276	670	10507.719432169763	5527.574565562981	17535.065874696975	936.8333464278179	38942296
3012.667540550232	680	11887.044250938512	5443.501714718183	17947.84259740492	2277.412573268191	39471044
3055.0432522296906	690	11237.926830985874	5568.084046197581	17903.390872957832	1307.3878424431575	40003454
3098.9802882671356	700	12480.062963150885	5241.259461608432	17818.180413603466	2044.3377295373546	40537817
3142.641911506653	710	11332.64701104057	5584.243625068651	17631.606424028072	1511.5350099491704	41053479
3186.1971983909607	720	11916.440066667055	5364.092265023901	17734.649268463618	2578.918347276145	41594158
3229.166642665863	730	10981.873612067513	5324.213869453284	17862.614102287593	2090.6982940065654	42123214
3271.8687601089478	740	11383.71981745312	5211.341048411626	17264.38685714399	2078.9603131841077	42641635
3315.140650033951	750	10157.131337387975	5523.526739589046	17437.950722269354	377.2659578124953	43171431
3358.5597710609436	760	10556.386075076856	5815.817737503686	17163.94881727817	1334.58860450252	43696629
3402.0458266735077	770	11181.219499026765	5058.027502733849	17160.199749327792	1891.693721026987	44208236
3446.411844730377	780	10965.38987930434	5332.533181571385	17417.136123879736	2292.729105147138	44736343
3488.449807882309	790	11174.16987766885	5254.391303708273	16931.325648736674	1542.9131591415758	45275232
3531.8095169067383	800	11145.840688577457	5341.43881155181	17797.450101981427	1585.112609473685	45770774
3575.6033272743225	810	12279.465222452	4822.4007248887265	17255.02952468704	2236.128170352451	46293968
3619.44131231308	820	10707.144891601554	5260.104726496434	16919.423524263715	2289.759557712849	46818801
3662.196225643158	830	10837.574988693761	5718.570136182008	17245.9472676827	1578.5430731241004	47330114
3705.656881570816	840	10802.249867303677	5359.120246694534	17683.578879560824	1783.9733204713004	47817462
3748.149135828018	850	10551.544146390666	4941.555232600787	16777.32041650968	325.029493714679	48324573
3791.2781178951263	860	11127.89142223323	4811.843081761785	16720.83724790508	-113.11153780441165	48857851
3835.0540795326233	870	11767.466892574565	4769.377915030527	16691.29625072135	1812.370026062703	49384841
3878.4029202461243	880	12579.278581556006	4538.255921554345	17031.23416204792	626.5974175878611	49920654
3921.8977601528168	890	12383.79287866176	4689.030391156012	17294.530421146857	2289.5071721632	50445831
3967.080212831497	900	11925.706197137399	5133.283745579099	17570.271469261508	2234.9707368614563	50981047
4010.278703689575	910	12430.05366699303	4765.549613415561	17510.235933072978	2193.933737733186	51510911
4053.084218978882	920	12464.671563181892	5068.235874082651	17705.873997250877	1534.938386691979	52068092
4096.764353990555	930	13253.7029991455	4310.691628776778	17767.80530598456	2005.8654888116623	52617726
4139.830738782883	940	12231.385588598529	4599.124843457958	17082.935233406293	2029.5025538862114	53192341
4182.856027364731	950	11862.895998665063	5125.033294661948	17978.401526979793	2214.1474994757054	53763885
4226.588457107544	960	13097.056938594314	4507.829108996606	18414.113266443303	1929.8714592327156	54326607
4269.703292131424	970	12638.717194680143	4693.644903195992	17680.002284261634	2480.6029704472985	54903131
4312.7316880226135	980	12302.84938649127	4813.106555084942	18009.19998357862	1722.436705663368	55467798
4356.907849550247	990	11807.926880634273	4926.107301897379	17729.04808959377	2257.410094582256	56033717
4400.5689442157745	1000	12285.941673816737	4699.860008928134	17564.787432128924	2475.004843118589	56588558
