Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
49.688491106033325	10	6317.258995764362	20.08208317842938	6355.20724167403	6257.491044909376	573479
94.91802954673767	20	7891.359508225286	122.16128494399277	8416.16853542136	7617.047244900282	1139011
139.0151195526123	30	8077.445117106038	448.8380211164285	8633.208765639542	6093.976110090038	1703778
184.519282579422	40	8172.409175019815	156.18887489561223	8634.818209606588	7857.83947243624	2275514
228.95186948776245	50	8315.315015150223	890.8313824821884	10650.530268842589	4873.531706875274	2858021
273.9032323360443	60	8253.403541951222	962.8999243556141	9857.78922579135	5346.050465159273	3427795
318.8835096359253	70	9984.667361423071	1384.2022525935677	11598.700080728726	4530.723406266794	3993068
363.13361644744873	80	9959.79769511252	2083.870687182364	12323.675322805379	2955.6901138105586	4461266
408.0028462409973	90	11517.372755147084	691.967545736034	12542.423829529997	8160.041651761456	4973346
452.59021949768066	100	13060.227001223653	1124.515969978462	14432.388116749353	8875.927950197767	5556777
496.53299379348755	110	12498.252028358856	1958.973462631998	14630.293584520545	2904.0825141893592	6116146
540.3929727077484	120	13361.246210025354	1879.2943488445871	14769.095040502032	4642.866512776813	6713719
583.7634346485138	130	13045.03089649334	3137.209722924492	15465.497907014782	2394.010378786709	7304399
627.1328551769257	140	11469.767781406896	4842.21008357038	16042.12995289209	2194.33855621796	7888350
671.5727481842041	150	10728.738294477973	4776.235377195308	16163.504974313331	1765.8881320693326	8434167
715.0102689266205	160	11486.889746007459	4388.24839807263	15805.471882403685	2587.971573458564	9016754
759.705258846283	170	13388.27507847733	4283.027607413219	17222.30589970126	2440.0974270155657	9590608
803.9578738212585	180	15366.811974051452	1961.7229512797742	16917.798726194604	2714.4196997278746	10182316
848.2812650203705	190	15466.558445674586	1989.5348381926701	17251.61202958987	3385.911267784147	10781710
891.4291822910309	200	15279.741572122184	1917.8413763608958	17075.880911836906	4796.820501202139	11364459
937.6263918876648	210	15016.732487654794	3987.609178870472	17568.191516254214	2198.482621838558	11981169
982.2382848262787	220	15867.00396980565	2571.5771896850465	17579.528656788323	3553.933649595769	12568072
1025.2944395542145	230	15288.149214462013	3188.1340774572614	17345.431116599582	2853.9622651010973	13174052
1068.1563460826874	240	15265.086124717207	3942.203544923619	18114.151056423765	2716.254825271299	13768696
1111.0537595748901	250	15497.722144981673	2922.2651851296996	17536.066400518397	3453.625075512404	14359681
1154.0175302028656	260	12543.522373483293	5413.072664248674	17417.733050283932	2245.89784694332	14962283
1197.7721400260925	270	15682.205499045673	1688.4478886700904	17791.63905554101	6835.52537860471	15555011
1241.0591802597046	280	15441.38344559852	3106.5790307771804	17811.478796081825	3405.413217819156	16175897
1285.5299265384674	290	15985.364775282149	2953.361696063707	18610.907288019	3128.238772615145	16778703
1329.0730459690094	300	13624.749518137902	5419.0727698727915	18807.85757891762	1689.3081794286115	17375625
1373.6285495758057	310	16282.543350148022	3377.8924045695944	18947.076239898615	3325.0950682151597	17972004
1417.3759338855743	320	16669.67721909626	2805.7348017420545	18912.304114963223	2415.4511514668416	18578731
1461.6522414684296	330	16662.50916452724	3078.5314219373718	19662.094137918237	4167.665010096179	19180160
1504.6837186813354	340	16524.01912830212	2886.222257253313	19251.948008581036	2227.01132975023	19769406
1550.2913982868195	350	15845.656659895465	3351.098439207803	18957.759471963414	3817.4774500379694	20362884
1595.517550945282	360	16266.133147376266	2867.223873507845	19094.84171857817	4434.606295222486	20968671
1640.1153149604797	370	15734.07449061135	3385.050851395263	19336.893505811397	4265.080801462522	21564761
1685.2200696468353	380	15869.80979613515	2804.817840178334	18452.251270972592	3226.4380938387458	22173985
1729.6720607280731	390	16309.536579844738	2840.0876194211583	18831.465331963333	3142.8060861013846	22797695
1774.126004934311	400	16456.80985096298	2545.9034520580094	18741.615591960235	4320.04998187156	23420385
1818.1738812923431	410	16390.637878820096	3225.4071530202446	19573.662588019935	3175.277475236638	24044306
1862.8500504493713	420	16672.633253391134	2700.130448036169	19672.76119831482	4119.20386045142	24659914
1907.3621673583984	430	16745.413351253545	3333.7632424596322	19614.866964306915	4002.007718865473	25278815
1950.4605660438538	440	16511.899434016035	3331.607015035938	19624.10720126151	2631.8123832216675	25897699
1993.8975129127502	450	16165.974396187448	3541.6199673156275	20026.62903984368	4300.313970411901	26518210
2037.6186044216156	460	16877.34394130097	2200.0875593531496	19336.53891462454	7782.455924606127	27140527
2082.1563909053802	470	17469.985762834738	1955.4257052797918	19915.698283196984	8108.64359953818	27764550
2126.1656925678253	480	17214.076806510213	2289.626683880699	19674.22226045562	9134.62179397593	28385988
2170.318104982376	490	17445.457334592462	2675.8703898258527	19758.93277925117	4725.308764894409	29009015
2214.271597146988	500	17888.68632578964	2085.221010343315	20277.980386839066	4709.671615495547	29638792
2258.7767741680145	510	17833.253259181136	1996.5812770520351	20421.015321984818	9320.247389669728	30261111
2302.4723596572876	520	17582.191175998658	2711.0363189485265	20454.83120659987	8912.313575950498	30872736
2345.4793100357056	530	16758.249134080837	3603.0051633021394	20423.090565288654	2791.3901686038043	31492681
2388.810931444168	540	16607.505837861107	3461.854616114939	20089.72872853512	2231.927364959741	32119875
